City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Athabasca,CA,54.7169,-113.2854,39.61,59,12,7.54,few clouds
348,Hovd,MN,48.0056,91.6419,46.6,23,0,1.57,clear sky
349,Iseyin,NG,7.9667,3.6,70.75,95,42,2.71,light rain
350,Poso,ID,-1.3959,120.7524,88.05,54,100,4.05,overcast clouds
351,Victoria,HK,22.2855,114.1577,82.26,52,5,8.99,clear sky
352,Alihe,CN,50.5667,123.7167,53.62,32,6,6.2,clear sky
353,Axim,GH,4.8699,-2.2405,76.06,89,98,7.18,light rain
354,Nieves,PH,15.3274,120.9485,89.11,68,94,1.81,overcast clouds
355,Avera,US,33.194,-82.5271,67.55,98,100,7.61,overcast clouds
356,Taoudenni,ML,22.6783,-3.9836,86.65,27,59,12.59,broken clouds
357,Terrace,CA,54.5163,-128.6035,51.71,87,40,0.0,scattered clouds
358,Booue,GA,-0.0921,11.9385,71.53,99,99,1.88,overcast clouds
359,Praia,CV,14.9215,-23.5087,77.54,88,20,9.22,few clouds
360,Saint-Philippe,RE,-21.3585,55.7679,69.39,76,29,10.56,scattered clouds
361,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,12.66,few clouds
362,Aligudarz,IR,33.4006,49.6949,47.95,31,0,3.56,clear sky
363,Sampit,ID,-2.5333,112.95,83.3,76,99,3.24,light rain
364,Leningradskiy,RU,69.3833,178.4167,18.59,75,84,5.99,broken clouds
365,Matagami,CA,49.7502,-77.6328,53.71,87,100,18.41,overcast clouds
366,Santa Rosa,PH,14.3122,121.1114,89.58,68,84,4.36,broken clouds
367,Henties Bay,NA,-22.116,14.2845,57.52,91,65,4.47,broken clouds
368,Raudeberg,NO,61.9875,5.1352,45.27,1,100,8.68,moderate rain
369,Barra Da Estiva,BR,-13.6261,-41.3269,59.32,87,8,4.47,clear sky
370,Lata,PT,40.1629,-8.3327,61.07,90,79,1.59,broken clouds
371,Northam,GB,51.0333,-4.2167,53.26,91,100,4.09,overcast clouds
372,Dingle,PH,10.9995,122.6711,85.46,74,100,10.6,overcast clouds
373,Maceio,BR,-9.6658,-35.7353,72.84,94,40,1.14,scattered clouds
374,Bethel,US,41.3712,-73.414,59.94,89,100,6.33,overcast clouds
375,Acapulco,MX,16.8634,-99.8901,80.02,85,96,2.59,overcast clouds
376,Morrope,PE,-6.5417,-80.0111,61.27,82,9,13.6,clear sky
377,Suwalki,PL,54.1118,22.9309,41.05,93,37,2.64,scattered clouds
378,Joshimath,IN,30.5667,79.5667,62.73,43,0,0.89,clear sky
379,Kon Tum,VN,14.35,108.0,75.16,77,69,2.3,light rain
380,Huanan,CN,46.2167,130.5167,58.33,46,100,8.7,overcast clouds
381,Sitka,US,57.0531,-135.33,55.49,97,100,10.8,moderate rain
382,Mutis,CO,6.2262,-77.4044,77.47,88,98,4.52,light rain
383,Cananea,MX,30.95,-110.3,64.54,45,99,4.12,overcast clouds
384,Flinders,AU,-34.5833,150.8552,69.19,69,100,8.99,overcast clouds
385,Yerbogachen,RU,61.2767,108.0108,34.39,84,100,8.63,overcast clouds
386,Nabire,ID,-3.3667,135.4833,81.93,81,98,5.95,overcast clouds
387,Clyde River,CA,70.4692,-68.5914,21.43,79,100,13.8,overcast clouds
388,Ondangwa,NA,-17.9167,15.95,71.6,26,47,4.61,scattered clouds
389,Winton,US,37.3894,-120.6133,77.99,50,0,6.46,clear sky
390,Saint-Francois,FR,46.4154,3.9054,54.84,94,100,2.3,fog
391,San Vicente De Canete,PE,-13.0751,-76.3835,61.23,83,8,2.77,clear sky
392,Daru,PG,-9.0763,143.2092,84.06,73,99,12.06,overcast clouds
393,Tiksi,RU,71.6872,128.8694,22.62,86,100,7.16,overcast clouds
394,Blackwater,AU,-23.5833,148.8833,83.14,32,0,13.69,clear sky
395,Bonthe,SL,7.5264,-12.505,75.63,88,93,3.87,overcast clouds
396,High Level,CA,58.5169,-117.136,33.91,60,40,0.0,smoke
397,Queanbeyan,AU,-35.35,149.2333,62.47,63,100,14.97,light rain
398,Poum,NC,-20.2333,164.0167,75.87,73,3,20.74,clear sky
399,Buin,CL,-33.7333,-70.75,62.42,73,23,5.5,few clouds
400,Dryden,CA,49.7833,-92.7503,37.69,87,100,13.8,overcast clouds
401,Awjilah,LY,29.1081,21.2869,73.9,38,0,5.64,clear sky
402,Dubbo,AU,-32.25,148.6167,71.73,49,100,14.97,light rain
403,Plouzane,FR,48.3833,-4.6167,57.52,100,100,18.41,overcast clouds
404,Tiznit,MA,29.5833,-9.5,62.13,77,0,1.77,clear sky
405,Kirakira,SB,-10.4544,161.9205,84.4,69,99,6.82,overcast clouds
406,Wamba,NG,8.9333,8.6,71.1,91,59,1.52,light rain
407,Zeya,RU,53.75,127.2667,45.25,60,10,3.11,clear sky
408,Maldonado,UY,-34.6667,-54.9167,65.59,51,7,18.7,clear sky
409,Ban Nahin,LA,18.2418,104.2122,82.71,48,65,3.18,broken clouds
410,Krasnoturansk,RU,54.3186,91.5639,38.79,65,98,7.16,overcast clouds
411,Lasa,IT,46.6166,10.7002,50.36,89,4,1.9,clear sky
412,Sarangani,PH,5.4033,125.4636,84.72,74,64,16.17,broken clouds
413,Shakiso,ET,5.75,38.9167,58.39,92,96,1.72,overcast clouds
414,Akdepe,TM,42.0551,59.3788,48.29,40,100,9.78,overcast clouds
415,Upata,VE,8.0086,-62.3989,74.19,96,97,2.13,overcast clouds
416,Sao Francisco,BR,-15.9486,-44.8644,75.29,38,6,6.67,clear sky
417,Labuhan,ID,-6.8844,112.2051,85.82,64,98,5.19,light rain
418,Xudat,AZ,41.631,48.681,58.8,69,100,2.04,light rain
419,Minab,IR,27.1467,57.0801,68.32,64,0,0.0,clear sky
420,Salme,NP,28.0369,85.0942,62.89,58,0,2.95,clear sky
421,Gamba,GA,-2.65,10.0,75.7,92,93,5.08,overcast clouds
422,Abu Dhabi,AE,24.4667,54.3667,80.62,74,0,2.3,clear sky
423,Chilca,PE,-12.5211,-76.7372,60.49,85,33,8.7,scattered clouds
424,Mawlaik,MM,23.6333,94.4167,80.19,82,67,1.74,broken clouds
425,Egvekinot,RU,66.3167,-179.1667,15.73,71,17,3.29,few clouds
426,Kijang,KR,35.2442,129.2139,73.13,56,19,18.32,few clouds
427,Namibe,AO,-15.1961,12.1522,68.41,87,100,4.41,overcast clouds
428,Miandrivazo,MG,-19.5167,45.4667,75.02,77,0,1.99,clear sky
429,Mashhad,IR,36.297,59.6062,55.54,54,0,0.0,clear sky
430,Touros,BR,-5.1989,-35.4608,76.42,83,10,14.45,clear sky
431,Fortuna,US,40.5982,-124.1573,53.92,86,27,2.06,scattered clouds
432,Vizianagaram,IN,18.1167,83.4167,80.11,77,79,0.63,broken clouds
433,Bandarbeyla,SO,9.4942,50.8122,76.89,81,78,7.4,broken clouds
434,Neiafu,TO,-18.65,-173.9833,81.28,74,20,6.91,few clouds
435,Anloga,GH,5.7947,0.8973,78.31,84,69,8.14,broken clouds
436,La Romana,DO,18.4273,-68.9728,77.36,94,20,0.0,few clouds
437,Bud,US,39.447,-86.1758,62.33,79,74,6.2,broken clouds
438,Grindavik,IS,63.8424,-22.4338,36.07,87,20,5.75,few clouds
439,Curaca,BR,-8.9903,-39.9094,74.3,56,0,17.6,clear sky
440,Homer,US,59.6425,-151.5483,37.8,58,43,8.99,scattered clouds
441,Vestmannaeyjar,IS,63.4427,-20.2734,42.76,74,19,1.03,few clouds
442,Obuasi,GH,6.206,-1.6619,69.67,100,76,1.57,light rain
443,Riyadh,SA,24.6877,46.7219,69.94,32,1,0.43,clear sky
444,Jalu,LY,29.0331,21.5482,73.27,40,0,5.1,clear sky
445,Mushie,CD,-3.0167,16.9,69.82,98,99,1.81,light rain
446,Guayaramerin,BO,-10.8368,-65.3614,72.9,94,39,1.39,scattered clouds
447,Saint-Leu,RE,-21.15,55.2833,71.96,100,0,0.58,clear sky
448,Plantation,US,26.1342,-80.2318,82.02,82,100,1.01,overcast clouds
449,Oranjemund,NA,-28.55,16.4333,55.92,95,36,4.18,scattered clouds
450,Nadigaon,IN,26.1167,79.0333,79.11,69,0,0.89,clear sky
451,Micheweni,TZ,-4.9667,39.8333,72.91,78,12,10.18,few clouds
452,Mogadishu,SO,2.0371,45.3438,76.82,87,5,17.76,clear sky
453,Cabra,ES,37.4725,-4.4421,61.2,82,0,1.81,clear sky
454,Marienburg,PL,54.0359,19.0266,48.58,81,20,6.78,few clouds
455,Harper,LR,4.375,-7.7169,76.44,80,98,5.91,overcast clouds
456,Jibuti,DJ,11.5,42.5,75.81,64,3,8.79,clear sky
457,Agadez,NE,19.75,10.25,76.62,18,0,9.57,clear sky
458,Lukovetskiy,RU,64.2956,41.9211,38.35,95,92,4.52,overcast clouds
459,Vuktyl,RU,63.8567,57.3094,39.16,86,100,4.03,overcast clouds
460,Hongjiang,CN,27.11,109.9956,73.49,27,7,4.45,clear sky
461,Katobu,ID,-4.9408,122.5276,85.46,65,51,4.76,broken clouds
462,Whitehorse,CA,60.7161,-135.0538,52.57,62,100,24.16,overcast clouds
463,Matara,LK,5.9485,80.5353,81.72,73,92,9.57,light rain
464,Manokwari,ID,-0.8667,134.0833,83.88,70,100,10.42,overcast clouds
465,Kedrovyy,RU,56.1667,91.8167,34.21,95,100,8.14,light snow
466,Pinheiro Machado,BR,-31.5783,-53.3811,48.52,86,0,3.31,clear sky
467,Cap Malheureux,MU,-19.9842,57.6142,73.47,64,21,8.99,few clouds
468,Tessalit,ML,20.1986,1.0114,81.16,15,0,8.7,clear sky
469,Kabwe,ZM,-14.4469,28.4464,63.03,42,0,6.11,clear sky
470,Narsaq,GL,60.9167,-46.05,12.4,69,0,8.81,clear sky
471,Cayenne,GF,4.9333,-52.3333,77.04,94,75,2.3,light rain
472,Brae,GB,60.3964,-1.353,48.04,68,53,10.29,broken clouds
473,Tacoronte,ES,28.4769,-16.4102,68.81,85,40,11.01,light rain
474,Sambava,MG,-14.2667,50.1667,67.08,81,4,7.92,clear sky
475,Yunyang,CN,33.4474,112.7142,65.97,43,16,6.08,few clouds
476,Zaoyang,CN,32.1272,112.7542,67.53,43,15,3.8,few clouds
477,Pouembout,NC,-21.1333,164.9,79.61,58,17,13.44,few clouds
478,Torbat-E Jam,IR,35.244,60.6225,61.36,16,8,7.78,clear sky
479,Kalmunai,LK,7.4167,81.8167,81.79,76,80,6.8,moderate rain
480,Bubaque,GW,11.2833,-15.8333,81.43,79,94,16.58,light rain
481,Merauke,ID,-8.4667,140.3333,86.09,66,100,5.93,overcast clouds
482,Beira,MZ,-19.8436,34.8389,71.69,94,40,5.99,scattered clouds
483,Shellbrook,CA,53.2168,-106.4011,38.43,20,15,22.24,few clouds
484,Kommunar,RU,59.6206,30.39,38.73,88,61,5.26,broken clouds
485,Sompeta,IN,18.9333,84.6,81.39,81,88,1.54,overcast clouds
486,Anadyr,RU,64.75,177.4833,25.3,62,0,6.71,clear sky
487,Tonantins,BR,-2.8731,-67.8022,72.14,88,56,2.08,broken clouds
488,Bandrele,YT,-12.9067,45.1914,69.55,94,0,1.14,clear sky
489,Turbat,PK,26.0023,63.044,81.9,10,0,4.34,clear sky
490,Shimoda,JP,34.6667,138.95,61.16,92,100,18.59,light rain
491,Newport,GB,51.5877,-2.9984,54.68,91,99,1.86,overcast clouds
492,Baft,IR,29.234,56.6057,56.41,22,0,2.17,clear sky
493,Baoding,CN,38.8511,115.4903,63.41,33,100,1.83,overcast clouds
494,Ronne,DK,55.1009,14.7066,53.51,76,75,13.8,broken clouds
495,Pingxiang,CN,27.6167,113.85,74.73,35,10,4.09,clear sky
496,Manggar,ID,-2.8833,108.2667,83.48,69,58,1.9,broken clouds
497,Palmer,US,42.1584,-72.3287,56.86,75,100,6.31,overcast clouds
498,Noumea,NC,-22.2763,166.4572,78.78,66,65,13.96,broken clouds
499,Carahue,CL,-38.7,-73.1667,41.77,78,62,3.42,broken clouds
500,Kolobrzeg,PL,54.1757,15.5834,46.96,74,7,11.41,clear sky
501,Ossora,RU,59.2353,163.0719,34.66,91,100,9.95,overcast clouds
502,Marystown,CA,47.1666,-55.1483,48.24,83,2,7.83,clear sky
503,Yeppoon,AU,-23.1333,150.7333,78.58,62,17,14.32,few clouds
504,Exeter,GB,50.7236,-3.5275,55.02,96,100,3.62,overcast clouds
505,Oktyabrskiy,RU,54.4815,53.471,47.34,70,98,4.56,overcast clouds
506,Povenets,RU,62.8487,34.8262,39.58,83,77,6.8,broken clouds
507,Agar,IN,23.7,76.0167,73.63,65,12,4.61,few clouds
508,Quatre Cocos,MU,-20.2078,57.7625,73.09,70,34,14.94,scattered clouds
509,Beisfjord,NO,68.3751,17.5988,42.85,96,100,8.63,light rain
510,Farah,AF,32.5,62.5,64.02,9,0,5.44,clear sky
511,Tuy Hoa,VN,13.0833,109.3,73.83,95,100,8.34,heavy intensity rain
512,Rawson,AR,-43.3002,-65.1023,47.93,38,27,12.93,scattered clouds
513,Gombong,ID,-7.6072,109.5142,81.52,76,89,8.75,overcast clouds
514,Bonfim,BR,3.0833,-59.95,81.34,63,78,4.7,light rain
515,Newtonhill,GB,57.0333,-2.15,41.95,93,10,2.3,clear sky
516,Nsanje,MW,-16.92,35.262,70.65,85,0,3.53,clear sky
517,Choix,MX,26.7092,-108.3219,74.48,51,12,2.42,few clouds
518,Burnie,AU,-41.0667,145.9167,56.95,94,100,6.69,moderate rain
519,Podosinovets,RU,60.2776,47.0659,40.3,89,100,2.39,overcast clouds
520,Wuchang,CN,44.9143,127.15,58.98,53,35,15.68,scattered clouds
521,Saint-Joseph,RE,-21.3667,55.6167,71.47,74,15,10.18,few clouds
522,Almaznyy,RU,48.0448,40.045,45.54,60,49,3.96,scattered clouds
523,Grand-Santi,GF,4.25,-54.3833,72.45,99,58,2.44,broken clouds
524,Mattru,SL,7.6244,-11.8332,70.97,99,98,1.19,overcast clouds
525,Iranshahr,IR,27.2025,60.6848,62.94,14,0,4.61,clear sky
526,Clarence Town,AU,-32.5833,151.7833,74.8,46,90,10.0,overcast clouds
527,Bodden Town,KY,19.2833,-81.25,82.4,88,20,4.61,few clouds
528,Slavutych,UA,51.5196,30.7343,47.03,73,100,4.07,overcast clouds
529,Ilmajoki,FI,62.7333,22.5667,37.98,97,95,9.22,overcast clouds
530,Tomatlan,MX,19.9333,-105.25,73.13,87,100,3.69,overcast clouds
531,Samandag,TR,36.0842,35.9771,69.69,83,29,3.94,scattered clouds
532,Goure,NE,13.9835,10.2704,82.76,22,46,7.9,scattered clouds
533,Hailar,CN,49.2,119.7,52.92,30,0,10.54,clear sky
534,Vallenar,CL,-28.5708,-70.7581,59.79,64,0,3.22,clear sky
535,Remontnoye,RU,46.5614,43.6501,45.09,79,0,6.11,clear sky
536,Amta,IN,22.58,88.0083,84.13,77,60,2.42,broken clouds
537,Port Hawkesbury,CA,45.6169,-61.3485,52.59,92,0,2.3,clear sky
538,Monteagudo,BO,-19.8167,-63.9833,56.1,95,24,0.58,few clouds
539,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.75,85,51,10.18,broken clouds
540,Bairiki,KI,1.3292,172.9752,87.8,66,20,12.66,few clouds
541,Bobcaygeon,CA,44.5462,-78.542,63.68,78,100,12.44,overcast clouds
542,Fairbanks,US,64.8378,-147.7164,28.6,85,100,2.35,overcast clouds
543,Gayeri,BF,12.6497,0.4931,80.01,46,3,4.03,clear sky
544,Pitimbu,BR,-7.4706,-34.8086,77.59,83,97,13.51,overcast clouds
545,Kjollefjord,NO,70.9457,27.3465,42.85,87,100,14.97,overcast clouds
546,Bentiu,SS,9.2333,29.8333,71.73,87,59,3.22,broken clouds
547,Dutse,NG,11.7594,9.3392,76.21,69,83,4.52,broken clouds
548,Ahtopol,BG,42.1,27.95,58.75,74,93,7.63,overcast clouds
549,Ishigaki,JP,24.3448,124.1572,84.33,65,20,21.85,few clouds
550,Nemuro,JP,43.3236,145.575,55.65,63,19,4.56,few clouds
551,Caravelas,BR,-17.7125,-39.2481,72.82,75,0,6.04,clear sky
552,Grasse,FR,43.6667,6.9167,59.79,76,0,3.44,clear sky
553,Swakopmund,NA,-22.6833,14.5333,58.98,89,97,4.0,overcast clouds
554,Gashua,NG,12.871,11.0482,81.68,46,30,3.69,scattered clouds
555,Trn,BA,44.8597,17.2364,53.31,100,100,3.44,mist
556,West Bay,KY,19.3667,-81.4167,82.47,84,20,4.61,few clouds
557,Poros,GR,37.4994,23.4536,60.85,59,2,7.47,clear sky
558,Opuwo,NA,-18.0607,13.84,65.3,54,7,2.59,clear sky
559,Mitchell,US,43.7094,-98.0298,48.11,38,15,15.3,few clouds
560,San Policarpo,PH,12.1791,125.5072,87.49,64,100,5.91,overcast clouds
561,Tatawin,TN,32.9297,10.4518,71.29,62,16,3.4,few clouds
562,Imbituba,BR,-28.24,-48.6703,63.7,93,100,1.54,overcast clouds
563,Svetlyy,RU,54.675,20.1347,50.05,74,94,8.52,overcast clouds
564,Blacksburg,US,37.2296,-80.4139,60.78,93,100,4.61,light intensity drizzle
565,Katherine,AU,-14.4667,132.2667,95.32,36,10,10.36,clear sky
566,Tulun,RU,54.5611,100.5792,35.04,96,100,13.56,snow
567,Santa Ana,US,33.7456,-117.8678,72.73,83,75,4.61,broken clouds
568,Lipovtsy,RU,44.2014,131.7244,60.49,65,100,11.07,overcast clouds
569,Lieksa,FI,63.3167,30.0167,38.55,89,54,8.77,broken clouds
570,Meulaboh,ID,4.1363,96.1285,82.83,71,93,2.15,overcast clouds
571,Yar-Sale,RU,66.8333,70.8333,37.0,85,100,8.7,overcast clouds
572,Kokoda,PG,-8.8785,147.7407,90.0,48,100,5.5,overcast clouds
573,Changli,CN,39.7042,119.1506,66.58,30,100,8.19,overcast clouds
574,Payo,ID,-3.7508,103.6372,77.9,83,100,2.17,overcast clouds
575,Paciran,ID,-6.8767,112.3761,85.05,67,99,4.34,light rain
576,Norrtalje,SE,59.758,18.705,49.01,94,90,6.93,overcast clouds
577,College,US,64.8569,-147.8028,28.58,86,100,2.42,overcast clouds
578,Washougal,US,45.5826,-122.3534,70.29,62,7,4.25,clear sky
579,Xam Nua,LA,20.4197,104.0439,72.39,54,74,3.38,broken clouds
580,Corning,US,42.1428,-77.0547,61.36,77,100,14.38,overcast clouds
581,Kadaya,RU,50.9327,119.2911,51.39,34,13,10.33,few clouds
582,Okato,NZ,-39.2,173.8833,55.69,93,100,6.98,overcast clouds
583,Taywarah,AF,33.35,64.4167,42.28,13,0,5.3,clear sky
584,Pacific Grove,US,36.6177,-121.9166,59.7,88,6,3.0,clear sky
585,Ozu,JP,33.5,132.55,78.19,56,1,5.79,clear sky
586,Zhaotong,CN,27.3167,103.7167,46.92,95,100,4.16,overcast clouds
587,Conde,BR,-7.2597,-34.9075,73.2,87,89,10.98,overcast clouds
588,Sungaipenuh,ID,-2.0833,101.3833,70.68,84,100,4.03,overcast clouds
589,Neos Marmaras,GR,40.1,23.7833,63.46,65,40,6.2,scattered clouds
590,Botro,CI,7.8525,-5.3106,70.3,95,86,2.64,overcast clouds
591,San Ramon,US,37.7799,-121.978,65.37,80,0,6.91,clear sky
592,Pokosnoye,RU,55.5258,101.0536,35.06,98,100,8.21,snow
593,Esmeraldas,BR,-19.7625,-44.3139,72.46,54,0,7.52,clear sky
594,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,86,3,20.02,clear sky
595,Zlobin,HR,45.2924,14.6541,56.5,59,0,8.05,clear sky
596,Saint-Pierre,RE,-21.3393,55.4781,72.57,60,0,9.22,clear sky
597,Nantucket,US,41.2835,-70.0995,61.02,81,100,12.8,overcast clouds
598,Aksarayskiy,RU,46.7924,48.0119,51.28,79,78,12.91,broken clouds
599,Beringovskiy,RU,63.05,179.3167,32.67,64,94,7.47,overcast clouds
600,Krasnoslobodsk,RU,48.7072,44.5714,40.82,93,0,8.95,clear sky
601,Neuquen,AR,-38.9516,-68.0591,48.78,33,10,17.74,clear sky
602,Rumoi,JP,43.9344,141.6428,58.19,54,0,3.51,clear sky
603,Sept-Iles,CA,50.2001,-66.3821,41.05,90,86,1.99,overcast clouds
604,Staryy Nadym,RU,65.6118,72.6842,33.78,90,31,7.67,scattered clouds
605,Luderitz,NA,-26.6481,15.1594,59.58,84,9,9.15,clear sky
606,Puerto Escondido,MX,15.85,-97.0667,80.47,87,98,6.13,overcast clouds
607,Biak,ID,-0.9131,122.8766,83.88,64,100,3.96,overcast clouds
608,Necochea,AR,-38.5473,-58.7368,50.95,74,94,24.85,overcast clouds
609,Maumere,ID,-8.6199,122.2111,85.53,64,19,8.16,few clouds
610,Dali,CN,25.7,100.1833,65.73,78,77,3.78,broken clouds
611,Wichita Falls,US,33.9137,-98.4934,71.26,39,0,9.22,clear sky
612,Moindou,NC,-21.6924,165.677,75.61,64,37,17.45,scattered clouds
613,San Juan,AR,-31.5375,-68.5364,71.98,13,40,11.36,scattered clouds
614,Saint Anthony,US,45.0205,-93.218,44.96,76,100,10.36,overcast clouds
615,Linjiang,CN,41.8069,126.9078,61.95,42,99,4.32,overcast clouds
616,Waipawa,NZ,-41.4122,175.5153,44.98,87,100,8.19,moderate rain
617,Borogontsy,RU,62.6683,131.1683,29.35,75,100,7.16,overcast clouds
618,Portel,BR,-1.9356,-50.8211,75.09,91,43,4.56,scattered clouds
619,Eyl,SO,7.9803,49.8164,78.62,73,99,10.8,overcast clouds
620,Cascais,PT,38.6979,-9.4215,64.94,95,62,11.99,broken clouds
621,Hays,US,30.0502,-98.0336,81.28,63,40,4.0,scattered clouds
622,Eureka,US,40.8021,-124.1637,63.68,87,38,2.21,scattered clouds
623,Kupang,ID,-10.1667,123.5833,90.18,66,75,9.22,broken clouds
624,Hervey Bay,AU,-25.2986,152.8535,78.03,64,21,7.0,few clouds
625,Phuket,TH,8.0,98.25,86.09,74,20,2.3,light rain
626,Walvis Bay,NA,-22.9575,14.5053,59.09,86,100,6.29,overcast clouds
627,Cayeli,TR,41.0923,40.7292,61.05,80,100,1.72,overcast clouds
628,Viedma,AR,-40.8135,-62.9967,44.69,63,42,8.88,scattered clouds
629,Mareeba,AU,-17.0,145.4333,88.45,51,15,10.6,few clouds
630,Boissevain,CA,49.2306,-100.0559,37.9,35,63,21.92,broken clouds
631,Svetlaya,RU,46.5389,138.3297,53.55,53,85,8.52,overcast clouds
632,Sabang,ID,5.8933,95.3214,81.16,74,49,8.37,scattered clouds
633,Richards Bay,ZA,-28.783,32.0377,72.73,89,99,11.01,overcast clouds
634,Roma,US,43.2128,-75.4557,61.83,68,0,6.91,clear sky
635,Howard Springs,AU,-12.497,131.047,93.87,65,29,8.03,scattered clouds
636,Sakaiminato,JP,35.55,133.2333,67.84,66,22,17.31,few clouds
637,Abu Samrah,SY,35.3029,37.1841,65.53,70,74,5.19,broken clouds
638,Redlands,US,34.0556,-117.1825,74.44,70,9,2.28,clear sky
639,Ewa Beach,US,21.3156,-158.0072,83.98,80,100,8.99,overcast clouds
640,Bilma,NE,18.6853,12.9164,80.24,16,3,9.46,clear sky
641,Vrangel,RU,42.7297,133.0839,58.15,69,98,4.34,overcast clouds
642,Constantine,DZ,36.365,6.6147,65.61,94,75,2.3,broken clouds
643,Medea,DZ,36.2642,2.7539,57.13,93,86,2.33,overcast clouds
644,Yurgamysh,RU,55.3714,64.4656,45.75,61,100,7.45,overcast clouds
645,Lorengau,PG,-2.0226,147.2712,85.01,61,16,6.17,few clouds
646,Menongue,AO,-14.6585,17.691,64.08,41,81,4.09,broken clouds
647,Ucluelet,CA,48.9329,-125.5528,54.09,82,19,3.56,few clouds
648,Mingguang,CN,32.7802,117.9638,68.0,47,7,10.67,clear sky
649,Luanda,AO,-8.8368,13.2343,75.2,83,75,4.61,broken clouds
650,Hienghene,NC,-20.6833,164.9333,76.55,67,25,6.64,scattered clouds
651,Kojnare,BG,43.35,24.1333,53.6,87,77,1.39,broken clouds
652,Hofn,IS,64.2539,-15.2082,41.05,53,85,6.55,overcast clouds
653,Aquiraz,BR,-3.9014,-38.3911,80.69,84,48,15.84,scattered clouds
654,Stonewall,CA,50.1344,-97.3268,38.79,86,100,14.14,overcast clouds
655,Carmen,MX,18.6333,-91.8333,80.35,87,93,3.58,overcast clouds
656,Eyemouth,GB,55.8713,-2.0901,39.24,76,27,7.23,scattered clouds
657,Sioux Lookout,CA,50.1001,-91.917,37.47,93,100,8.05,overcast clouds
658,Ibra,OM,22.6906,58.5334,75.54,32,11,2.68,few clouds
659,Alberton,CA,46.8168,-64.0654,50.79,77,91,9.01,overcast clouds
660,Olga,RU,43.7444,135.2892,56.26,54,100,4.68,overcast clouds
661,Ketchikan,US,55.3422,-131.6461,54.07,82,100,8.05,overcast clouds
662,Verkhnevilyuysk,RU,63.4453,120.3167,34.45,99,100,4.63,overcast clouds
663,Grenfell,AU,-33.9,148.1667,65.98,74,100,18.07,overcast clouds
664,Socorro,US,31.6546,-106.3033,73.06,39,0,3.44,clear sky
665,Smithers,CA,54.7804,-127.1743,47.32,89,100,1.95,overcast clouds
666,West Wendover,US,40.7391,-114.0733,62.55,28,0,3.18,clear sky
667,Taft,IR,31.7471,54.2088,63.63,20,2,2.84,clear sky
